id,step_name,ui_version,original_by,original_value,healed_by,healed_value,attr_score,sem_score,struct_score,visual_score,ctx_score,total_score,healing_success,action,healed_at,is_correct
135,register_email_field,v4,css selector,[data-testid="register-email"],xpath,//input[@data-testid='v4-register-email'],0.8832,1,0.8271,0.6112,0.365,0.906,1,AUTO_FIX,5/30/2026 13:13,1
136,register_password_field,v4,css selector,[data-testid="register-password"],xpath,//input[@data-testid='v4-register-password'],0.8843,1,0.8299,0.5919,0.365,0.9072,1,AUTO_FIX,5/30/2026 13:13,1
137,register_button,v4,css selector,[data-testid="btn-register"],xpath,//button[@data-testid='v4-btn-register'],0.8665,1,0.9339,0.578,0.365,0.9294,1,AUTO_FIX,5/30/2026 13:13,1
138,register_email_field,v5,css selector,[data-testid="register-email"],xpath,//input[@placeholder='name@example.com'],0.93,1,0.83,0.6326,0.365,0.9251,1,AUTO_FIX,5/30/2026 13:14,1
139,register_password_field,v5,css selector,[data-testid="register-password"],xpath,//input[@placeholder='••••••••'],0.93,1,0.83,0.5889,0.365,0.9251,1,AUTO_FIX,5/30/2026 13:14,1
140,register_button,v5,css selector,[data-testid="btn-register"],xpath,//button[normalize-space(text())='Ðang ký'],0.93,1,0.9403,0.5786,0.365,0.956,1,AUTO_FIX,5/30/2026 13:14,1
141,register_email_field,v6,css selector,[data-testid="register-email"],xpath,//input[@data-testid='v6-register-email'],0.4557,1,0.7941,0.7524,0.365,0.7301,1,AUTO_FIX,5/30/2026 13:15,1
142,register_password_field,v6,css selector,[data-testid="register-password"],xpath,//input[@data-testid='v6-register-password'],0.3843,1,0.7877,0.7104,0.365,0.7004,1,AUTO_FIX,5/30/2026 13:15,1
143,register_button,v6,css selector,[data-testid="btn-register"],xpath,//button[@data-testid='v6-btn-register'],0.9122,0.696,1,0.7003,0.365,0.8654,1,AUTO_FIX,5/30/2026 13:15,1
144,register_email_field,v7,css selector,[data-testid="register-email"],xpath,//input[@data-testid='field-register-email'],0.8776,1,0.8421,0.6721,0.365,0.9081,1,AUTO_FIX,5/30/2026 13:15,1
145,register_password_field,v7,css selector,[data-testid="register-password"],xpath,//input[@data-testid='field-register-password'],0.8795,1,0.8449,0.6499,0.365,0.9096,1,AUTO_FIX,5/30/2026 13:15,1
146,register_button,v7,css selector,[data-testid="btn-register"],xpath,//button[@data-testid='action-register'],0.8648,1,0.9669,0.6274,0.365,0.938,1,AUTO_FIX,5/30/2026 13:15,1
147,register_email_field,v8,css selector,[data-testid="register-email"],xpath,//input[@data-testid='register-email_v8'],0.5391,0.87,0.8145,0.7488,0.365,0.7254,1,AUTO_FIX,5/30/2026 13:16,1
148,register_password_field,v8,css selector,[data-testid="register-password"],xpath,//input[@data-testid='register-password_v8'],0.5402,0.87,0.8199,0.744,0.365,0.7274,1,AUTO_FIX,5/30/2026 13:16,1
149,register_button,v8,css selector,[data-testid="btn-register"],xpath,//button[@data-testid='btn-register_v8'],0.6394,0.6808,0.846,0.7419,0.365,0.7109,1,AUTO_FIX,5/30/2026 13:16,1
150,register_email_field,v9,css selector,[data-testid="register-email"],xpath,//input[@data-testid='v9-reg-email'],0.671,0.87,0.7777,0.7477,0.615,0.7665,1,AUTO_FIX,5/30/2026 13:17,1
151,register_password_field,v9,css selector,[data-testid="register-password"],xpath,//input[@data-testid='v9-reg-password'],0.675,0.87,0.8162,0.736,0.365,0.7789,1,AUTO_FIX,5/30/2026 13:17,1
152,register_button,v9,css selector,[data-testid="btn-register"],xpath,//button[@data-testid='v9-reg-submit'],0.8903,0.8513,0.5973,0.7358,0.615,0.7954,1,AUTO_FIX,5/30/2026 13:17,1
153,register_email_field,v10,css selector,[data-testid="register-email"],xpath,//input[@data-testid='v10-email-field'],0.379,0.87,0.7512,0.5794,0.365,0.6452,1,SUGGEST,5/30/2026 13:17,1
154,register_password_field,v10,css selector,[data-testid="register-password"],xpath,//input[@data-testid='v10-pw-field'],0.2726,0.87,0.7332,0.7651,0.365,0.5987,1,SUGGEST,5/30/2026 13:17,1
155,register_button,v10,css selector,[data-testid="btn-register"],xpath,//button[@data-testid='v10-create-account'],0.8158,0.6808,0.5452,0.644,0.615,0.6955,1,SUGGEST,5/30/2026 13:17,1
156,register_email_field,v11,css selector,[data-testid="register-email"],name,email,0.4,1,0.6896,0.7274,0.365,0.6791,1,SUGGEST,5/30/2026 13:18,1
157,register_password_field,v11,css selector,[data-testid="register-password"],name,password,0.4,1,0.685,0.7139,0.365,0.6778,1,SUGGEST,5/30/2026 13:18,1
158,register_button,v11,css selector,[data-testid="btn-register"],xpath,//button[normalize-space(text())='Hoàn t?t dang ký'],0.8357,0.8513,0.964,0.7017,0.365,0.8768,1,AUTO_FIX,5/30/2026 13:18,1
159,add_product_button,v2,css selector,[data-testid="btn-add-product"],xpath,//a[normalize-space(text())='T?o s?n ph?m'],0.93,0.8652,0.88,0.7611,0.615,0.8946,1,AUTO_FIX,5/30/2026 13:21,1
160,product_name_field,v2,css selector,[data-testid="product-name"],name,name,0.93,1,0.88,0.747,0.365,0.9391,1,AUTO_FIX,5/30/2026 13:22,1
161,product_price_field,v2,css selector,[data-testid="product-price"],name,pr,0.93,1,0.88,0.7399,0.365,0.9391,1,AUTO_FIX,5/30/2026 13:22,1
162,submit_product_button,v2,css selector,[data-testid="btn-add-product"],xpath,//button[normalize-space(text())='XÁC NH?N ÐANG S?N PH?M'],0.93,0.6533,0.88,0.6203,0.365,0.8247,1,AUTO_FIX,5/30/2026 13:22,1
163,add_product_button,v3,css selector,[data-testid="btn-add-product"],xpath,//a[@data-testid='v3-prod-btn-add'],0.9627,1,0.8406,0.7632,0.615,0.9408,1,AUTO_FIX,5/30/2026 13:23,1
164,product_name_field,v3,css selector,[data-testid="product-name"],xpath,//input[@data-testid='v3-ap-name'],0.9682,1,0.8496,0.747,0.365,0.9455,1,AUTO_FIX,5/30/2026 13:23,1
165,product_price_field,v3,css selector,[data-testid="product-price"],xpath,//input[@data-testid='v3-ap-price'],0.9708,1,0.8496,0.7399,0.365,0.9465,1,AUTO_FIX,5/30/2026 13:23,1
166,submit_product_button,v3,css selector,[data-testid="btn-add-product"],xpath,//button[@data-testid='v3-ap-submit'],0.9559,1,0.6037,0.6203,0.615,0.8718,1,AUTO_FIX,5/30/2026 13:23,1
167,add_product_button,v4,css selector,[data-testid="btn-add-product"],xpath,//a[@data-testid='v4-btn-add-product'],0.9056,1,0.8174,0.5473,0.615,0.9121,1,AUTO_FIX,5/30/2026 13:24,1
168,product_name_field,v4,css selector,[data-testid="product-name"],xpath,//input[@data-testid='v4-ap-name'],0.7482,1,0.8169,0.6563,0.365,0.8505,1,AUTO_FIX,5/30/2026 13:25,1
169,product_price_field,v4,css selector,[data-testid="product-price"],xpath,//input[@data-testid='v4-ap-price'],0.7508,1,0.7901,0.5497,0.365,0.844,1,AUTO_FIX,5/30/2026 13:25,1
170,submit_product_button,v4,css selector,[data-testid="btn-add-product"],xpath,//button[@data-testid='v4-ap-submit'],0.7359,1,0.9037,0.4851,0.365,0.87,1,AUTO_FIX,5/30/2026 13:25,1
171,add_product_button,v5,css selector,[data-testid="btn-add-product"],xpath,//a[normalize-space(text())='+ Thêm s?n ph?m m?i'],0.93,1,0.88,0.6847,0.615,0.9391,1,AUTO_FIX,5/30/2026 13:25,1
172,product_name_field,v5,css selector,[data-testid="product-name"],name,name,0.93,1,0.86,0.5893,0.365,0.9335,1,AUTO_FIX,5/30/2026 13:26,1
173,product_price_field,v5,css selector,[data-testid="product-price"],name,pr,0.93,1,0.86,0.5894,0.365,0.9335,1,AUTO_FIX,5/30/2026 13:26,1
174,submit_product_button,v5,css selector,[data-testid="btn-add-product"],xpath,//button[normalize-space(text())='ÐANG BÁN S?N PH?M'],0.93,1,0.86,0.5355,0.365,0.9335,1,AUTO_FIX,5/30/2026 13:26,1
175,add_product_button,v6,css selector,[data-testid="btn-add-product"],xpath,//a[@data-testid='v6-prod-btn-add'],0.8827,0.9486,0.88,0.7637,0.615,0.9037,1,AUTO_FIX,5/30/2026 13:27,1
176,product_name_field,v6,css selector,[data-testid="product-name"],xpath,//input[@data-testid='v6-ap-spec-key-0'],0.71,1,0.8283,0.5285,0.615,0.8388,1,AUTO_FIX,5/30/2026 13:27,1
177,product_price_field,v6,css selector,[data-testid="product-price"],xpath,//input[@data-testid='v6-ap-gb-price-0'],0.7238,1,0.8311,0.5096,0.615,0.845,1,AUTO_FIX,5/30/2026 13:27,1
178,submit_product_button,v6,css selector,[data-testid="btn-add-product"],xpath,//button[@data-testid='v6-ap-submit'],0.8759,0.8733,0.88,0.6203,0.365,0.8762,1,AUTO_FIX,5/30/2026 13:27,1
179,add_product_button,v7,css selector,[data-testid="btn-add-product"],xpath,//a[@data-testid='product-add-btn'],0.8893,0.9553,0.86,0.5359,0.365,0.9029,1,AUTO_FIX,5/30/2026 13:28,1
180,product_name_field,v7,css selector,[data-testid="product-name"],name,name,0.6714,1,0.9383,0.5212,0.365,0.8546,1,AUTO_FIX,5/30/2026 13:28,1
181,product_price_field,v7,css selector,[data-testid="product-price"],name,pr,0.62,1,0.9352,0.5261,0.365,0.8337,1,AUTO_FIX,5/30/2026 13:28,1
182,submit_product_button,v7,css selector,[data-testid="btn-add-product"],xpath,//button[normalize-space(text())='Ðang xu?t'],0.7375,0.7662,0.617,0.4099,0.365,0.7132,1,AUTO_FIX,5/30/2026 13:28,0
183,add_product_button,v8,css selector,[data-testid="btn-add-product"],id,link-add-product,0.64,0.9136,0.7625,0.7514,0.615,0.7646,1,AUTO_FIX,5/30/2026 13:29,1
184,product_name_field,v8,css selector,[data-testid="product-name"],name,name,0.55,1,0.7164,0.7837,0.365,0.7451,1,AUTO_FIX,5/30/2026 13:30,1
185,product_price_field,v8,css selector,[data-testid="product-price"],name,pr,0.64,1,0.7191,0.7621,0.365,0.7809,1,AUTO_FIX,5/30/2026 13:30,1
186,submit_product_button,v8,css selector,[data-testid="btn-add-product"],id,btn-submit-product,0.64,0.9329,0.7326,0.6203,0.365,0.7626,1,AUTO_FIX,5/30/2026 13:30,1
187,add_product_button,v9,css selector,[data-testid="btn-add-product"],xpath,//a[@data-testid='v9-btn-new-product'],0.9809,0.8944,0.88,0.7632,0.615,0.9241,1,AUTO_FIX,5/30/2026 13:30,1
188,product_name_field,v9,css selector,[data-testid="product-name"],xpath,//input[@data-testid='v9-name'],0.7968,1,0.8064,0.747,0.365,0.8665,1,AUTO_FIX,5/30/2026 13:31,1
189,product_price_field,v9,css selector,[data-testid="product-price"],xpath,//input[@data-testid='v9-price'],0.89,1,0.8064,0.7399,0.365,0.9029,1,AUTO_FIX,5/30/2026 13:31,1
190,submit_product_button,v9,css selector,[data-testid="btn-add-product"],xpath,//button[@data-testid='v9-submit'],0.9417,0.861,0.6597,0.5818,0.365,0.8361,1,AUTO_FIX,5/30/2026 13:31,1
191,add_product_button,v10,css selector,[data-testid="btn-add-product"],xpath,//a[@data-testid='btn-add-product_v10'],0.9918,1,0.88,0.7632,0.615,0.9632,1,AUTO_FIX,5/30/2026 13:32,1
192,product_name_field,v10,css selector,[data-testid="product-name"],xpath,//input[@data-testid='cell-a-0'],0.711,1,0.734,0.731,0.615,0.8128,1,AUTO_FIX,5/30/2026 13:32,1
193,product_price_field,v10,css selector,[data-testid="product-price"],xpath,//input[@data-testid='cell-d-0'],0.7033,1,0.747,0.5418,0.615,0.8134,1,AUTO_FIX,5/30/2026 13:32,1
194,submit_product_button,v10,css selector,[data-testid="btn-add-product"],xpath,//button[@data-testid='publish-btn'],0.8833,0.848,0.5814,0.4986,0.615,0.7871,1,AUTO_FIX,5/30/2026 13:32,1
195,add_product_button,v11,css selector,[data-testid="btn-add-product"],xpath,//a[normalize-space(text())='Thêm hàng m?i'],0.8043,0.8575,0.8161,0.7464,0.615,0.8252,1,AUTO_FIX,5/30/2026 13:33,1
196,product_name_field,v11,css selector,[data-testid="product-name"],name,name,0.84,1,0.88,0.7279,0.365,0.904,1,AUTO_FIX,5/30/2026 13:33,1
197,product_price_field,v11,css selector,[data-testid="product-price"],name,pr,0.93,1,0.88,0.7226,0.365,0.9391,1,AUTO_FIX,5/30/2026 13:33,1
198,submit_product_button,v11,css selector,[data-testid="btn-add-product"],xpath,//button[normalize-space(text())='XÁC NH?N ÐANG S?N PH?M'],0.8671,0.8733,0.8612,0.6186,0.365,0.8675,1,AUTO_FIX,5/30/2026 13:33,1
