id,step_name,ui_version,original_by,original_value,healed_by,healed_value,attr_score,sem_score,struct_score,visual_score,ctx_score,total_score,healing_success,action,healed_at
45,filter_Tất cả_button,v6,css selector,"[data-testid=""btn-filter-all""]",xpath,//button[@data-testid='v6-prod-filter-all'],0.8981,1.0,0.88,0.7481,0.764,0.8773,1,AUTO_FIX,2026-05-26 10:32:30
46,email_field,v7,css selector,"[data-testid=""login-email""]",xpath,//input[@placeholder='yourname@domain.com'],0.33,1.0,0.867,0.6398,0.484,0.6693,1,SUGGEST,2026-05-26 10:32:43
47,password_field,v7,css selector,"[data-testid=""login-password""]",xpath,//input[@placeholder='Nhập mật khẩu của bạn'],0.33,1.0,0.8718,0.7286,0.484,0.6854,1,SUGGEST,2026-05-26 10:32:44
48,login_button,v7,css selector,"[data-testid=""btn-login""]",id,submit-access,0.42,0.74,0.6949,0.681,0.484,0.6038,1,SUGGEST,2026-05-26 10:32:44
49,search_input,v7,css selector,"[data-testid=""search-input""]",xpath,//input[@data-testid='product-search'],0.9623,1.0,0.8757,0.7037,0.764,0.8863,1,AUTO_FIX,2026-05-26 10:32:47
50,filter_iphone_button,v7,css selector,"[data-testid=""btn-filter-iphone""]",xpath,//button[@data-testid='category-iphone'],0.8271,1.0,0.8751,0.6845,0.764,0.8464,1,AUTO_FIX,2026-05-26 10:33:16
51,filter_ipad_button,v7,css selector,"[data-testid=""btn-filter-ipad""]",xpath,//button[@data-testid='category-ipad'],0.8233,1.0,0.8751,0.6835,0.764,0.8452,1,AUTO_FIX,2026-05-26 10:33:46
52,filter_macbook_button,v7,css selector,"[data-testid=""btn-filter-macbook""]",xpath,//button[@data-testid='category-macbook'],0.8286,1.0,0.8751,0.6812,0.764,0.8462,1,AUTO_FIX,2026-05-26 10:34:16
53,filter_airpods_button,v7,css selector,"[data-testid=""btn-filter-airpods""]",xpath,//button[@data-testid='category-airpods'],0.8286,1.0,0.8751,0.6775,0.764,0.8456,1,AUTO_FIX,2026-05-26 10:34:46
54,filter_Tất cả_button,v7,css selector,"[data-testid=""btn-filter-all""]",xpath,//button[@data-testid='category-all'],0.8797,1.0,0.8751,0.6843,0.764,0.8605,1,AUTO_FIX,2026-05-26 10:35:16
55,email_field,v8,css selector,"[data-testid=""login-email""]",xpath,//input[@data-testid='login-email_v8'],0.4916,0.87,0.7849,0.7488,0.764,0.7175,1,AUTO_FIX,2026-05-26 10:35:28
56,password_field,v8,css selector,"[data-testid=""login-password""]",xpath,//input[@data-testid='login-password_v8'],0.4666,0.87,0.769,0.744,0.764,0.7067,1,AUTO_FIX,2026-05-26 10:35:29
57,login_button,v8,css selector,"[data-testid=""btn-login""]",xpath,//button[@data-testid='btn-login_v8'],0.7233,1.0,0.9811,0.7419,0.764,0.8493,1,AUTO_FIX,2026-05-26 10:35:29
58,search_input,v8,css selector,"[data-testid=""search-input""]",name,search,0.315,1.0,0.6868,0.7545,0.764,0.6824,1,SUGGEST,2026-05-26 10:35:33
59,filter_iphone_button,v8,css selector,"[data-testid=""btn-filter-iphone""]",id,filter-btn-iphone,0.64,1.0,0.5741,0.7471,0.764,0.7463,1,AUTO_FIX,2026-05-26 10:36:02
60,filter_ipad_button,v8,css selector,"[data-testid=""btn-filter-ipad""]",id,filter-btn-ipad,0.64,1.0,0.5756,0.7457,0.764,0.7464,1,AUTO_FIX,2026-05-26 10:36:31
61,filter_macbook_button,v8,css selector,"[data-testid=""btn-filter-macbook""]",id,filter-btn-macbook,0.64,1.0,0.5733,0.7443,0.764,0.7457,1,AUTO_FIX,2026-05-26 10:37:02
62,filter_airpods_button,v8,css selector,"[data-testid=""btn-filter-airpods""]",id,filter-btn-airpods,0.64,1.0,0.5733,0.742,0.764,0.7453,1,AUTO_FIX,2026-05-26 10:37:33
63,filter_Tất cả_button,v8,css selector,"[data-testid=""btn-filter-all""]",id,filter-btn-all,0.64,1.0,0.5763,0.7481,0.764,0.7469,1,AUTO_FIX,2026-05-26 10:38:03
64,email_field,v9,css selector,"[data-testid=""login-email""]",xpath,//input[@data-testid='v9-email-input'],0.5136,0.87,0.757,0.7477,0.764,0.7177,1,AUTO_FIX,2026-05-26 10:38:16
65,password_field,v9,css selector,"[data-testid=""login-password""]",xpath,//input[@data-testid='v9-password-input'],0.704,0.87,0.8252,0.736,0.764,0.7807,1,AUTO_FIX,2026-05-26 10:38:17
66,login_button,v9,css selector,"[data-testid=""btn-login""]",xpath,//button[@data-testid='v9-submit-login'],0.6427,0.8733,0.4542,0.7272,0.764,0.6893,1,SUGGEST,2026-05-26 10:38:17
67,search_input,v9,css selector,"[data-testid=""search-input""]",xpath,//input[@data-testid='v9-search'],0.9045,1.0,0.8511,0.7545,0.764,0.8744,1,AUTO_FIX,2026-05-26 10:38:20
68,filter_iphone_button,v9,css selector,"[data-testid=""btn-filter-iphone""]",xpath,//button[@data-testid='v9-filter-iphone'],0.9894,1.0,0.88,0.7471,0.764,0.9018,1,AUTO_FIX,2026-05-26 10:38:50
69,filter_ipad_button,v9,css selector,"[data-testid=""btn-filter-ipad""]",xpath,//button[@data-testid='v9-filter-ipad'],0.9879,1.0,0.88,0.7457,0.764,0.9012,1,AUTO_FIX,2026-05-26 10:39:19
70,filter_macbook_button,v9,css selector,"[data-testid=""btn-filter-macbook""]",xpath,//button[@data-testid='v9-filter-macbook'],0.99,1.0,0.88,0.7443,0.764,0.9015,1,AUTO_FIX,2026-05-26 10:39:49
71,filter_airpods_button,v9,css selector,"[data-testid=""btn-filter-airpods""]",xpath,//button[@data-testid='v9-filter-airpods'],0.99,1.0,0.88,0.742,0.764,0.9011,1,AUTO_FIX,2026-05-26 10:40:20
72,filter_Tất cả_button,v9,css selector,"[data-testid=""btn-filter-all""]",xpath,//button[@data-testid='v9-filter-all'],0.987,1.0,0.88,0.7481,0.764,0.9013,1,AUTO_FIX,2026-05-26 10:40:50
73,email_field,v10,css selector,"[data-testid=""login-email""]",xpath,//input[@aria-label='Tài khoản email đăng nhập'],0.2242,0.87,0.6075,0.7004,0.624,0.5848,1,SUGGEST,2026-05-26 10:41:03
74,password_field,v10,css selector,"[data-testid=""login-password""]",xpath,//input[@aria-label='Mật khẩu đăng nhập'],0.27,0.87,0.6049,0.6634,0.624,0.5903,1,SUGGEST,2026-05-26 10:41:04
75,login_button,v10,css selector,"[data-testid=""btn-login""]",xpath,//button[@aria-label='Xác nhận và đăng nhập'],0.4657,0.6545,0.493,0.6404,0.624,0.5652,1,SUGGEST,2026-05-26 10:41:04
76,search_input,v10,css selector,"[data-testid=""search-input""]",xpath,//input[@placeholder='Tìm kiếm sản phẩm (Viết đúng chính tả...)'],0.93,1.0,0.88,0.7545,0.764,0.887,1,AUTO_FIX,2026-05-26 10:41:08
77,filter_iphone_button,v10,css selector,"[data-testid=""btn-filter-iphone""]",xpath,//button[normalize-space(text())='IPHONE'],0.93,1.0,0.8023,0.6749,0.764,0.858,1,AUTO_FIX,2026-05-26 10:41:37
78,filter_ipad_button,v10,css selector,"[data-testid=""btn-filter-ipad""]",xpath,//button[normalize-space(text())='IPAD'],0.93,1.0,0.7898,0.6999,0.764,0.8597,1,AUTO_FIX,2026-05-26 10:42:06
79,filter_macbook_button,v10,css selector,"[data-testid=""btn-filter-macbook""]",xpath,//button[normalize-space(text())='MACBOOK'],0.93,1.0,0.7773,0.697,0.764,0.8567,1,AUTO_FIX,2026-05-26 10:42:36
80,filter_airpods_button,v10,css selector,"[data-testid=""btn-filter-airpods""]",xpath,//button[normalize-space(text())='AIRPODS'],0.93,1.0,0.7648,0.742,0.764,0.8619,1,AUTO_FIX,2026-05-26 10:43:06
81,filter_Tất cả_button,v10,css selector,"[data-testid=""btn-filter-all""]",xpath,//button[normalize-space(text())='TẤT CẢ'],0.93,1.0,0.8193,0.7481,0.764,0.8738,1,AUTO_FIX,2026-05-26 10:43:36
82,email_field,v11,css selector,"[data-testid=""login-email""]",xpath,//input[@data-testid='auth-field-email'],0.4396,0.87,0.8129,0.6616,0.764,0.6942,1,SUGGEST,2026-05-26 10:43:49
83,password_field,v11,css selector,"[data-testid=""login-password""]",xpath,//input[@data-testid='auth-field-password'],0.6291,0.87,0.8151,0.6246,0.764,0.7395,1,AUTO_FIX,2026-05-26 10:43:50
84,login_button,v11,css selector,"[data-testid=""btn-login""]",xpath,//button[@data-testid='auth-submit-btn'],0.6135,1.0,0.81,0.6032,0.764,0.7619,1,AUTO_FIX,2026-05-26 10:43:50
85,search_input,v11,css selector,"[data-testid=""search-input""]",xpath,//input[@placeholder='Nhập tên sản phẩm cần tìm...'],0.855,1.0,0.88,0.7355,0.764,0.8636,1,AUTO_FIX,2026-05-26 10:43:53
86,filter_iphone_button,v11,css selector,"[data-testid=""btn-filter-iphone""]",xpath,//button[normalize-space(text())='IPHONE'],0.842,1.0,0.88,0.7287,0.764,0.8589,1,AUTO_FIX,2026-05-26 10:44:22
87,filter_ipad_button,v11,css selector,"[data-testid=""btn-filter-ipad""]",xpath,//button[normalize-space(text())='IPAD'],0.842,1.0,0.88,0.7277,0.764,0.8587,1,AUTO_FIX,2026-05-26 10:44:53
88,filter_macbook_button,v11,css selector,"[data-testid=""btn-filter-macbook""]",xpath,//button[normalize-space(text())='MACBOOK'],0.842,1.0,0.88,0.7263,0.764,0.8585,1,AUTO_FIX,2026-05-26 10:45:23
89,filter_airpods_button,v11,css selector,"[data-testid=""btn-filter-airpods""]",xpath,//button[normalize-space(text())='AIRPODS'],0.842,1.0,0.88,0.7248,0.764,0.8582,1,AUTO_FIX,2026-05-26 10:45:53
90,filter_Tất cả_button,v11,css selector,"[data-testid=""btn-filter-all""]",xpath,//button[normalize-space(text())='TẤT CẢ'],0.93,1.0,0.88,0.7294,0.764,0.8828,1,AUTO_FIX,2026-05-26 10:46:23
91,contact_name_field,v2,css selector,"[data-testid=""contact-name""]",xpath,//input[@placeholder='Họ và tên đầy đủ'],0.8737,1.0,0.88,0.7512,0.764,0.8713,1,AUTO_FIX,2026-05-26 10:50:04
92,contact_phone_field,v2,css selector,"[data-testid=""contact-phone""]",xpath,//input[@placeholder='Số điện thoại để chúng tôi liên lạc'],0.8625,1.0,0.88,0.738,0.764,0.866,1,AUTO_FIX,2026-05-26 10:50:05
93,contact_mess_field,v2,css selector,"[data-testid=""contact-mess""]",xpath,//input[@placeholder='Mô tả vấn đề bạn cần được hỗ trợ'],0.845,1.0,0.88,0.7245,0.764,0.859,1,AUTO_FIX,2026-05-26 10:50:06
94,contact_submit_button,v2,css selector,"[data-testid=""btn-contact-submit""]",xpath,//button[normalize-space(text())='Gửi yêu cầu'],0.93,0.5583,0.88,0.716,0.764,0.7745,1,AUTO_FIX,2026-05-26 10:50:06
95,contact_name_field,v3,css selector,"[data-testid=""contact-name""]",xpath,//input[@data-testid='v3-ct-name'],0.9745,1.0,0.845,0.7512,0.764,0.8915,1,AUTO_FIX,2026-05-26 10:50:32
96,contact_phone_field,v3,css selector,"[data-testid=""contact-phone""]",xpath,//input[@data-testid='v3-ct-phone'],0.9767,1.0,0.845,0.738,0.764,0.8898,1,AUTO_FIX,2026-05-26 10:50:33
97,contact_mess_field,v3,css selector,"[data-testid=""contact-mess""]",xpath,//input[@data-testid='v3-ct-message'],0.9692,1.0,0.845,0.7245,0.764,0.8855,1,AUTO_FIX,2026-05-26 10:50:34
98,contact_submit_button,v3,css selector,"[data-testid=""btn-contact-submit""]",xpath,//button[@data-testid='v3-ct-btn-submit'],0.9712,1.0,0.8545,0.6092,0.764,0.8684,1,AUTO_FIX,2026-05-26 10:50:34
99,contact_name_field,v4,css selector,"[data-testid=""contact-name""]",xpath,//input[@data-testid='v4-contact-name'],0.8822,1.0,0.8411,0.7146,0.764,0.8596,1,AUTO_FIX,2026-05-26 10:50:59
100,contact_phone_field,v4,css selector,"[data-testid=""contact-phone""]",xpath,//input[@data-testid='v4-contact-phone'],0.8828,1.0,0.8411,0.7061,0.764,0.8583,1,AUTO_FIX,2026-05-26 10:51:00
101,contact_mess_field,v4,css selector,"[data-testid=""contact-mess""]",xpath,//input[@data-testid='v4-contact-mess'],0.8822,1.0,0.8411,0.6848,0.764,0.8545,1,AUTO_FIX,2026-05-26 10:51:01
102,contact_submit_button,v4,css selector,"[data-testid=""btn-contact-submit""]",xpath,//button[@data-testid='v4-btn-contact-submit'],0.806,1.0,0.725,0.6171,0.764,0.7992,1,AUTO_FIX,2026-05-26 10:51:01
103,contact_name_field,v5,css selector,"[data-testid=""contact-name""]",xpath,//input[@placeholder='Nhập họ và tên của bạn'],0.93,1.0,0.845,0.5985,0.764,0.8535,1,AUTO_FIX,2026-05-26 10:51:27
104,contact_phone_field,v5,css selector,"[data-testid=""contact-phone""]",xpath,//input[@placeholder='Nhập số điện thoại (10 chữ số)'],0.93,1.0,0.845,0.5555,0.764,0.8462,1,AUTO_FIX,2026-05-26 10:51:27
105,contact_mess_field,v5,css selector,"[data-testid=""contact-mess""]",xpath,//input[@placeholder='Nhập lời nhắn của bạn (tối đa 500 ký tự)'],0.93,1.0,0.845,0.5257,0.764,0.8411,1,AUTO_FIX,2026-05-26 10:51:28
106,contact_submit_button,v5,css selector,"[data-testid=""btn-contact-submit""]",xpath,//button[normalize-space(text())='Gửi thông tin'],0.93,1.0,0.8545,0.5261,0.764,0.8431,1,AUTO_FIX,2026-05-26 10:51:29
107,contact_name_field,v6,css selector,"[data-testid=""contact-name""]",xpath,//input[@data-testid='v6-contact-name'],0.4997,1.0,0.7816,0.7512,0.764,0.7506,1,AUTO_FIX,2026-05-26 10:51:55
108,contact_phone_field,v6,css selector,"[data-testid=""contact-phone""]",xpath,//input[@data-testid='v6-contact-phone'],0.4691,1.0,0.7816,0.738,0.764,0.7401,1,AUTO_FIX,2026-05-26 10:51:56
109,contact_mess_field,v6,css selector,"[data-testid=""contact-mess""]",xpath,//input[@data-testid='v6-contact-mess'],0.4238,1.0,0.7693,0.7245,0.764,0.7231,1,AUTO_FIX,2026-05-26 10:51:57
110,contact_submit_button,v6,css selector,"[data-testid=""btn-contact-submit""]",xpath,//button[@data-testid='v6-btn-contact-submit'],0.9146,0.8328,0.88,0.716,0.764,0.8362,1,AUTO_FIX,2026-05-26 10:51:57
111,contact_name_field,v7,css selector,"[data-testid=""contact-name""]",xpath,//input[@data-testid='ctrl-contact-name'],0.9879,1.0,0.865,0.511,0.764,0.8583,1,AUTO_FIX,2026-05-26 10:52:33
112,contact_phone_field,v7,css selector,"[data-testid=""contact-phone""]",xpath,//input[@data-testid='ctrl-contact-phone'],0.9887,1.0,0.865,0.5537,0.764,0.8658,1,AUTO_FIX,2026-05-26 10:52:33
113,contact_mess_field,v7,css selector,"[data-testid=""contact-mess""]",xpath,//input[@data-testid='ctrl-contact-mess'],0.9879,1.0,0.865,0.5503,0.764,0.865,1,AUTO_FIX,2026-05-26 10:52:34
114,contact_submit_button,v7,css selector,"[data-testid=""btn-contact-submit""]",xpath,//button[@data-testid='submit-contact'],0.848,1.0,0.8344,0.5514,0.764,0.8213,1,AUTO_FIX,2026-05-26 10:52:35
115,contact_name_field,v8,css selector,"[data-testid=""contact-name""]",xpath,//input[@data-testid='contact-name_v8'],0.6085,0.87,0.8079,0.7222,0.764,0.7491,1,AUTO_FIX,2026-05-26 10:53:00
116,contact_phone_field,v8,css selector,"[data-testid=""contact-phone""]",xpath,//input[@data-testid='contact-phone_v8'],0.5753,0.87,0.8095,0.7085,0.764,0.7382,1,AUTO_FIX,2026-05-26 10:53:01
117,contact_mess_field,v8,css selector,"[data-testid=""contact-mess""]",xpath,//input[@data-testid='contact-mess_v8'],0.5078,0.87,0.7964,0.6947,0.764,0.715,1,AUTO_FIX,2026-05-26 10:53:02
118,contact_submit_button,v8,css selector,"[data-testid=""btn-contact-submit""]",xpath,//button[@data-testid='btn-contact-submit_v8'],0.6313,0.7916,0.7212,0.6822,0.764,0.7123,1,AUTO_FIX,2026-05-26 10:53:03
119,contact_name_field,v9,css selector,"[data-testid=""contact-name""]",xpath,//input[@data-testid='v9-contact-name'],0.7839,0.87,0.7933,0.6445,0.764,0.7804,1,AUTO_FIX,2026-05-26 10:53:28
120,contact_phone_field,v9,css selector,"[data-testid=""contact-phone""]",xpath,//input[@data-testid='v9-contact-phone'],0.6866,0.87,0.7852,0.7252,0.764,0.7662,1,AUTO_FIX,2026-05-26 10:53:29
121,contact_submit_button,v9,css selector,"[data-testid=""btn-contact-submit""]",xpath,//button[@data-testid='v9-contact-submit'],0.9167,0.7783,0.8545,0.5867,0.764,0.7966,1,AUTO_FIX,2026-05-26 10:53:30
122,contact_name_field,v10,css selector,"[data-testid=""contact-name""]",xpath,//input[@aria-label='Họ và tên'],0.3892,0.87,0.7585,0.6787,0.764,0.6726,1,SUGGEST,2026-05-26 10:53:55
123,contact_phone_field,v10,css selector,"[data-testid=""contact-phone""]",xpath,//input[@aria-label='Số điện thoại'],0.3117,0.87,0.756,0.6407,0.764,0.6448,1,SUGGEST,2026-05-26 10:53:56
124,contact_submit_button,v10,css selector,"[data-testid=""btn-contact-submit""]",xpath,//button[@aria-label='Gửi tin nhắn liên hệ'],0.7243,0.8227,0.8222,0.5247,0.764,0.7383,1,AUTO_FIX,2026-05-26 10:53:56
125,contact_name_field,v11,css selector,"[data-testid=""contact-name""]",xpath,//input[@placeholder='Họ và tên đầy đủ của bạn'],0.8962,0.87,0.88,0.7333,0.764,0.8431,1,AUTO_FIX,2026-05-26 10:54:22
126,contact_phone_field,v11,css selector,"[data-testid=""contact-phone""]",xpath,//input[@placeholder='Số điện thoại (10 chữ số)'],0.9171,0.87,0.88,0.7206,0.764,0.8466,1,AUTO_FIX,2026-05-26 10:54:23
127,contact_mess_field,v11,css selector,"[data-testid=""contact-mess""]",xpath,//input[@placeholder='Mô tả chi tiết vấn đề bạn cần hỗ trợ'],0.8447,0.87,0.88,0.7058,0.764,0.8245,1,AUTO_FIX,2026-05-26 10:54:24
128,contact_submit_button,v11,css selector,"[data-testid=""btn-contact-submit""]",xpath,//button[normalize-space(text())='Gửi yêu cầu ngay'],0.7833,0.7772,0.844,0.6969,0.764,0.777,1,AUTO_FIX,2026-05-26 10:54:24
